""	"305-5-16641"	"304-4-78826"	"302-2-89334"	"306-6-83608"	"301-1-59020"
"o__Coriobacteriales"	0.648915535178981	1.06168771737141	2.23029988316241	1.1158114156091	1.05113130233387
"o__Corynebacteriales"	0	0	0	0	0
"o__Desulfitibacterales"	0	0	0	0	0
"o__Desulfovibrionales"	0.25745018515253	0.219659527732015	0.093470076593535	0.453681564588315	0.0783894530554071
"o__Elusimicrobiales"	0	0	0	0	0
"o__Enterobacterales"	0	0.228812008054183	0.0986628586265092	1.00545644043897	0
"o__Erysipelotrichales"	1.13560218656322	0.451522362560254	2.30559522264053	4.38047943105879	0.997683947977908
"o__Eubacteriales"	0	0	0	0	0
"o__Flavobacteriales"	0	0	0	0.0919624793084422	0
"o__Fusobacteriales"	0	0	0.319356095027911	0	0
"o__Gastranaerophilales"	0.218656321636396	2.97760693147843	0	0	0
"o__Izemoplasmatales"	0	0	0	0.150205382870456	0
"o__Lachnospirales"	28.4605889613825	17.7832692659711	31.9096455926263	16.9670774324076	27.5004453946196
"o__Lactobacillales"	0.546640804090989	1.28439807187748	0.794495651045047	0	0.402636736148227
"o__Methanobacteriales"	0	0	0	0.44448531665747	0
"o__Methanomassiliicoccales"	0	0	0	0	0
"o__Methanomicrobiales"	0	0	0	0	0
"o__Micrococcales"	0	0	0	0	0
"o__Monoglobales"	0.123435020278611	0.106778937091952	0.786706477995586	0.585494451597082	0.823089257081774
"o__Oligosphaerales"	0	0	0	0	0
"o__Opitutales"	0	0.112880590640063	0	0.0705045674698057	0
"o__Oscillospirales"	29.4198554046905	13.3900787113308	27.7034921459172	33.7195757464288	41.4323890967397
"o__Peptococcales"	0.045847293246341	0	0	0	0
"o__Peptostreptococcales-Tissierellales"	0.169282313524951	0	0.228482409450864	0.266691189994482	0.0962052378407269
"o__Pirellulales"	0	0	0	0	0
"o__Pseudomonadales"	0	0	0	0	0
"o__RF39"	0	0.0610165354811153	0	0.242167862178897	0.0570105113130233
"o__Rhodospirillales"	1.17439605007935	0	0	0.0643737355159095	0.220915731337965
"o__Saccharimonadales"	0	0	0	0	0
"o__Sphingomonadales"	0	0	0	0	0
"o__Spirochaetales"	0	0	0	0	0
"o__Staphylococcales"	0	0	0	0	0
"o__Synergistales"	0	0	0	0.153270798847404	0
"o__UNKORDER"	0	0	0	0	0
"o__Veillonellales-Selenomonadales"	2.02433433256921	4.22539508206724	0.0908736855770479	1.86377291398443	0
"o__Verrucomicrobiales"	0.193969317580674	0	0	0.159401630801299	0.224478888295029
"o__Victivallales"	0	0	0	0.128747471031819	0.0391947265277035
"o__WCHB1-41"	0	0	0	0	0
"f__Acholeplasmataceae"	0	0	0	0	0
"f__Acidaminococcaceae"	0	0.07932149612545	1.05673114371024	0	1.058257616248
"f__Actinomycetaceae"	0	0	0	0	0
"f__Akkermansiaceae"	0.193969317580674	0	0	0.159401630801299	0.224478888295029
"f__Anaerofustaceae"	0	0	0	0	0
"f__Anaerolineaceae"	0	0	0	0	0
"f__Anaerovoracaceae"	0.137541879739023	0	0	0.266691189994482	0.0498841973988954
"f__Arcobacteraceae"	0	0	0	0	0
"f__Atopobiaceae"	0.0493740081114442	0.152541338702788	0	0	0
"f__Bacillaceae"	0	0	0	0	0
"f__Bacteroidaceae"	24.8703932287074	0.244066141924462	20.8256523432429	5.19588008092698	18.9239265989667
"f__BacteroidalesRF16group"	0	0	0	0	0
"f__Barnesiellaceae"	1.79862458120261	0	0.415422562637933	0.141009134939612	0.926420808836629
"f__Bifidobacteriaceae"	4.39781343678364	1.15016169381903	3.40386862261457	1.65532462755196	1.68537324069125
"f__Brachyspiraceae"	0	0	0	0	0
"f__Brevibacteriaceae"	0	0	0	0	0
"f__Butyricicoccaceae"	0.27861047434315	0.231862834828239	0.542645722445801	1.81779167433021	0.228042045252093
"f__Campylobacteraceae"	0	0	0	0	0
"f__Carnobacteriaceae"	0	0	0	0	0
"f__Christensenellaceae"	0.246870040557221	0.195252913539569	0.29339218486304	2.92440684200846	0.281489399608053
"f__Clostridiaceae"	0	0	0.0545242113462287	0	0.295742027436309
"f__Clostridiummethylpentosumgroup"	0	0	0	0	0.0178157847853198
"f__Comamonadaceae"	0	0	0	0	0
"f__Coriobacteriaceae"	0.109328160818198	0.835926536091281	1.78372062832663	1.05450309607014	0.851594512738286
"f__Corynebacteriaceae"	0	0	0	0	0
"f__Defluviitaleaceae"	0.0352671486510316	0	0	0	0
"f__Desulfitibacteraceae"	0	0	0	0	0
"f__Desulfovibrionaceae"	0.25745018515253	0.219659527732015	0.093470076593535	0.453681564588315	0.0783894530554071
"f__Dysgonomonadaceae"	0	0	0	0	0
"f__Eggerthellaceae"	0.490213366249339	0.0732198425773384	0.399844216539011	0.0613083195389615	0.199536789595581
"f__Elusimicrobiaceae"	0	0	0	0	0
"f__Enterobacteriaceae"	0	0.228812008054183	0.0986628586265092	1.00545644043897	0
"f__Enterococcaceae"	0	0	0	0	0
"f__Erwiniaceae"	0	0	0	0	0
"f__Erysipelatoclostridiaceae"	0.888732146005995	0.0945756299957288	2.15760093470077	4.27318987186561	0.848031355781222
"f__Erysipelotrichaceae"	0.246870040557221	0.356946732564525	0.147994287939764	0.107289559193183	0.149652592196686
"f__Eubacteriaceae"	0	0	0	0	0
"f__Eubacteriumcoprostanoligenesgroup"	0.514900370305061	0.530843858685704	0	2.73741646741463	1.50008907892392
"f__FamilyXI"	0	0	0	0	0
"f__FOTU1"	0	2.97760693147843	0	0	0
"f__FOTU10"	0	0	0	0	0
"f__FOTU11"	0	0	0	0	0
"f__FOTU12"	0	0	0	0	0
"f__FOTU13"	0	0	0	0	0
"f__FOTU14"	0	0	0	0	0
"f__FOTU15"	0	0	0	0.0766353994237018	0.0570105113130233
"f__FOTU16"	0	0	0	0	0
"f__FOTU17"	0	0.0457624016108365	0	0	0
"f__FOTU18"	0	0	0	0	0
"f__FOTU19"	0	0	0	0	0
"f__FOTU2"	0.218656321636396	0	0	0	0
"f__FOTU20"	0	0	0	0	0
"f__FOTU21"	0	0	0	0	0
"f__FOTU22"	0	0.0152541338702788	0	0.144074550916559	0
"f__FOTU23"	0	0	0	0	0
"f__FOTU24"	0	0	0	0.0214579118386365	0
"f__FOTU25"	0	0	0	0	0
"f__FOTU26"	0.232763181096809	0.198303740313625	0	4.47550732634418	0.662747194013896
"f__FOTU27"	0	0	0	0	0
"f__FOTU28"	0	0	0	0.0919624793084422	0
"f__FOTU29"	0	0	0	0	0
"f__FOTU3"	0	0	0	0	0
"f__FOTU30"	0	0	0	0	0
"f__FOTU31"	0	0	0	0	0
"f__FOTU32"	0	0	0	0	0
"f__FOTU33"	1.17439605007935	0	0	0.0643737355159095	0.220915731337965
"f__FOTU34"	0	0	0	0	0
"f__FOTU35"	0	0	0	0	0
"f__FOTU36"	0	0.250167795472573	0	0.137943718962663	0
"f__FOTU37"	0	0.0427115748367808	0	0.0153270798847404	0
"f__FOTU38"	0	0	0	0	0
"f__FOTU39"	0	0	0	0.0705045674698057	0
"f__FOTU4"	0	0	0	0	0
"f__FOTU40"	0	0	0	0.34945742137208	0
"f__FOTU41"	0	0.0152541338702788	0	0.147139966893508	0
"f__FOTU42"	0	0	0	0	0
"f__FOTU43"	0	0	0	0	0
"f__FOTU44"	0	0	0	0	0
"f__FOTU45"	0	0	0	0.0183924958616884	0
"f__FOTU46"	0	0.0915248032216731	0	0.367849917233769	0.0285052556565117
"f__FOTU47"	0	0	0	0	0
"f__FOTU48"	0	0	0	0	0
"f__FOTU49"	0	0	0	0	0
"f__FOTU5"	0	0	0	0.150205382870456	0
"f__FOTU50"	0	0	0	0.0306541597694807	0
"f__FOTU51"	0	0	0	0	0
"f__FOTU52"	0	0	0	0	0
"f__FOTU53"	0	0	0	0	0
"f__FOTU54"	0	0	0	0	0
"f__FOTU55"	0	0	0	0	0
"f__FOTU56"	0	0	0	0	0
"f__FOTU57"	0	0	0	0.0306541597694807	0
"f__FOTU58"	0	0	0.0467350382967675	0	0
"f__FOTU59"	0	0	0	0	0
"f__FOTU6"	0	0	0	0	0
"f__FOTU60"	0	0	0	0.0919624793084422	0
"f__FOTU61"	0	0	0	0	0
"f__FOTU62"	0	0	0	0	0
"f__FOTU63"	0	0	0	0	0
"f__FOTU64"	0	0	0	0	0
"f__FOTU65"	0	0	0	0	0
"f__FOTU66"	0	0	0	0	0
"f__FOTU67"	0	0	0	0	0
"f__FOTU68"	0	0	0	0	0
"f__FOTU7"	0	0	0	0	0
"f__FOTU8"	0	0	0	0	0
"f__FOTU9"	0	0	0	0	0
"f__Fusobacteriaceae"	0	0	0.319356095027911	0	0
"f__Gemellaceae"	0	0	0	0	0
"f__Hafniaceae"	0	0	0	0	0
"f__Helicobacteraceae"	0	0	0	0	0
"f__Hungateiclostridiaceae"	0.0599541527067537	0	0	0	0
"f__Hydrogenoanaerobacterium"	0	0	0	0	0
"f__Lachnospiraceae"	28.4253218127314	17.7832692659711	31.9096455926263	16.9670774324076	27.5004453946196
"f__Lactobacillaceae"	0.0176335743255158	1.11355177253036	0	0	0
"f__Leptotrichiaceae"	0	0	0	0	0
"f__Listeriaceae"	0	0	0	0	0
"f__Marinifilaceae"	0.141068594604126	0.350845079016414	0.446579254835778	0.377046165164613	0.292178870479245
"f__Methanobacteriaceae"	0	0	0	0.44448531665747	0
"f__Methanocorpusculaceae"	0	0	0	0	0
"f__Methanomethylophilaceae"	0	0	0	0	0
"f__Micrococcaceae"	0	0	0	0	0
"f__Monoglobaceae"	0.123435020278611	0.106778937091952	0.786706477995586	0.585494451597082	0.823089257081774
"f__Moraxellaceae"	0	0	0	0	0
"f__Morganellaceae"	0	0	0	0	0
"f__Muribaculaceae"	0.0282137189208253	0.411861614497529	0	0	0
"f__Oligosphaeraceae"	0	0	0	0	0
"f__Oscillospiraceae"	8.07265032622113	2.66642260052474	1.12423731013891	12.9054012629514	1.86353108854445
"f__Oxalobacteraceae"	0	0	0	0	0
"f__p-2534-18B5gutgroup"	0	0	0	0	0
"f__Pasteurellaceae"	0	0	0	0	0
"f__Peptococcaceae"	0.045847293246341	0	0	0	0
"f__Peptostreptococcaceae"	0.0317404337859284	0	0.228482409450864	0	0.0463210404418315
"f__Pirellulaceae"	0	0	0	0	0
"f__Porphyromonadaceae"	0	0	0	0	0
"f__Prevotellaceae"	0	53.9477698456282	2.22510710112943	17.1908527987248	0
"f__Pseudomonadaceae"	0	0	0	0	0
"f__Puniceicoccaceae"	0	0.112880590640063	0	0.0705045674698057	0
"f__Rikenellaceae"	2.65208957855757	0.372200866434804	2.19654679994807	1.48059591686592	1.09032602886157
"f__Ruminococcaceae"	20.4937400811144	9.93349197632559	26.0366091133325	13.6104469376494	37.7694637448779
"f__Saccharimonadaceae"	0	0	0	0	0
"f__Selenomonadaceae"	0	1.29965220574776	0	0	0
"f__Sphingomonadaceae"	0	0	0	0	0
"f__Spirochaetaceae"	0	0	0	0	0
"f__Sporomusaceae"	0	0	0	0	0
"f__Staphylococcaceae"	0	0	0	0	0
"f__Streptococcaceae"	0.529007229765474	0.170846299347123	0.794495651045047	0	0.402636736148227
"f__Succinivibrionaceae"	0	0	0	0	0
"f__Sutterellaceae"	0.564274378416505	0.655927756421991	0.698429183435026	0.536447795965913	0.705505077498664
"f__Synergistaceae"	0	0	0	0.153270798847404	0
"f__Tannerellaceae"	0.648915535178981	0.0915248032216731	1.82266649357393	2.93053767396236	1.12595759843221
"f__UCG-010"	0	0.0274574409665019	0	2.61786524431365	0.0534473543559594
"f__vadinBE97"	0	0	0	0.0735699834467537	0
"f__Veillonellaceae"	2.02433433256921	2.92574287631949	0.0908736855770479	1.86377291398443	0
"f__Victivallaceae"	0	0	0	0.0551774875850653	0.0391947265277035
"f__Yersiniaceae"	0	0	0	0	0
"g__Acetatifactor"	0	0	0	0	0
"g__Acidaminococcus"	0	0.0183049606443346	0	0	0
"g__Acidovorax"	0	0	0	0	0
"g__Acinetobacter"	0	0	0	0	0
"g__Actinobacillus"	0	0	0	0	0
"g__Actinomyces"	0	0	0	0	0
"g__Adlercreutzia"	0.285663904073355	0	0.192132935220044	0.0459812396542211	0.0427578834847675
"g__Agathobacter"	1.63286898254276	0	0	0.0551774875850653	0
"g__Akkermansia"	0.193969317580674	0	0	0.159401630801299	0.224478888295029
"g__Alistipes"	2.65208957855757	0.128134724510342	2.19654679994807	1.0391760161854	1.09032602886157
"g__Allisonella"	0	0	0.0467350382967675	0	0
"g__Allobaculum"	0	0	0	0	0
"g__Alloprevotella"	0	5.29928610653487	0	1.72889461099871	0
"g__Alloscardovia"	0	0	0	0	0
"g__Anaerococcus"	0	0	0	0	0
"g__Anaerofilum"	0	0	0	0	0
"g__Anaerofustis"	0	0	0	0	0
"g__Anaeroplasma"	0	0	0	0	0
"g__Anaerosporomusa"	0	0	0	0	0
"g__Anaerostignum"	0	0	0	0	0
"g__Anaerostipes"	0.86051842708517	0.286777716761242	2.2510710112943	0.484335724357795	1.09388918581864
"g__Anaerotruncus"	0	0	0.0337530832143321	0	0
"g__Anaerovibrio"	0	0	0	0	0
"g__Aquabacterium"	0	0	0	0	0
"g__Arcanobacterium"	0	0	0	0	0
"g__Arcobacter"	0	0	0	0	0
"g__Asteroleplasma"	0	0	0	0	0
"g__Atopobium"	0	0	0	0	0
"g__Bacillus"	0	0	0	0	0
"g__Bacteroides"	24.8703932287074	0.244066141924462	20.8256523432429	5.19588008092698	18.9239265989667
"g__Bacteroidespectinophilusgroup"	0	0	0	0	0
"g__Barnesiella"	1.30488450008817	0	0.327145268077372	0.141009134939612	0.498841973988954
"g__Bifidobacterium"	4.39781343678364	1.15016169381903	3.40386862261457	1.65532462755196	1.68537324069125
"g__Bilophila"	0.25745018515253	0.0427115748367808	0.093470076593535	0.278952853902275	0.0783894530554071
"g__Blautia"	5.15605713278082	1.24473732381475	3.31559132805401	1.98025872110845	2.43363620167469
"g__Brachyspira"	0	0	0	0	0
"g__Brevibacterium"	0	0	0	0	0
"g__Butyricicoccus"	0.27861047434315	0.231862834828239	0.529663767363365	0.116485807124027	0.228042045252093
"g__Butyricimonas"	0	0.122033070962231	0	0.137943718962663	0.0178157847853198
"g__Butyrivibrio"	0.0564274378416505	0.0884739764476173	0	1.4346146772117	0
"g__CAG-352"	0	0	0	0	0
"g__CAG-56"	0.694762828425322	0	0.0726989484616383	0.0153270798847404	0
"g__CAG-873"	0	0	0	0	0
"g__Campylobacter"	0	0	0	0	0
"g__CandidatusSoleaferrea"	0	0	0	0	0
"g__CandidatusStoquefichus"	0	0	0	0	0
"g__Caproiciproducens"	0	0	0	0	0
"g__Catenibacterium"	0	0	0	4.27318987186561	0
"g__Catenisphaera"	0	0	0	0	0
"g__Cellulosilyticum"	0	0	0	0	0
"g__Christensenella"	0.0176335743255158	0	0	0	0
"g__ChristensenellaceaeR-7group"	0.229236466231705	0.195252913539569	0.29339218486304	2.8569676905156	0.281489399608053
"g__Citrobacter"	0	0	0	0	0
"g__Cloacibacillus"	0	0	0	0.153270798847404	0
"g__Clostridioides"	0	0	0	0	0
"g__Clostridiuminnocuumgroup"	0	0	0	0	0
"g__Clostridiumsensustricto1"	0	0	0.0545242113462287	0	0.295742027436309
"g__Colidextribacter"	0.126961735143714	0.0976264567697846	0.472543165000649	0.168597878732144	0.0320684126135756
"g__Collinsella"	0.109328160818198	0.835926536091281	1.78372062832663	1.05450309607014	0.851594512738286
"g__Comamonas"	0	0	0	0	0
"g__Companilactobacillus"	0	0	0	0	0
"g__Coprobacillus"	0.0387938635161347	0	0	0	0
"g__Coprobacter"	0	0	0	0	0.178157847853198
"g__Coprococcus"	1.5658614001058	3.16980901824394	1.61495521225496	0.54257862791981	0.673436664885087
"g__CoriobacteriaceaeUCG-003"	0	0	0	0	0
"g__Corynebacterium"	0	0	0	0	0
"g__Cronobacter"	0	0	0	0	0
"g__DefluviitaleaceaeUCG-011"	0.0352671486510316	0	0	0	0
"g__Desulfitibacter"	0	0	0	0	0
"g__Desulfovibrio"	0	0.176947952895234	0	0.0459812396542211	0
"g__dgA-11gutgroup"	0	0	0	0	0
"g__Dialister"	2.02433433256921	2.91353956922326	0.0441386472802804	1.8361841701919	0
"g__Dielma"	0	0	0	0	0
"g__Dorea"	0.983953447363781	0.250167795472574	1.6668830325847	4.62877812519159	0.922857651879565
"g__DTU089"	0	0	0	0	0.0213789417423838
"g__Dysgonomonas"	0	0	0	0	0
"g__Eggerthella"	0	0	0	0	0
"g__Eisenbergiella"	0	0	0	0	0.0570105113130233
"g__Elusimicrobium"	0	0	0	0	0
"g__Enhydrobacter"	0	0	0	0	0
"g__Enorma"	0	0	0	0	0
"g__Enterobacter"	0	0	0	0	0
"g__Enterococcus"	0	0	0	0	0
"g__Enterorhabdus"	0	0	0	0	0
"g__Epulopiscium"	0	0	0	0	0
"g__Erysipelatoclostridium"	0.359724916240522	0	0.116837595741919	0	0.0142526278282558
"g__ErysipelotrichaceaeUCG-003"	0.490213366249339	0.0945756299957288	2.04076333895885	0	0.833778727952966
"g__ErysipelotrichaceaeUCG-006"	0	0	0	0	0
"g__Escherichia-Shigella"	0	0.0488132283848923	0.0986628586265092	1.00545644043897	0
"g__Eubacterium"	0	0	0	0	0
"g__Eubacteriumbrachygroup"	0	0	0	0	0
"g__Eubacteriumeligensgroup"	0.906365720331511	0.411861614497529	7.12449694924056	0	1.61411010154997
"g__Eubacteriumfissicatenagroup"	0	0	0	0	0
"g__Eubacteriumhalliigroup"	0.610121671662847	0.4759289767527	1.66428664156822	0.564036539758445	0.409763050062355
"g__Eubacteriumnodatumgroup"	0	0	0	0	0
"g__Eubacteriumruminantiumgroup"	0	0.0366099212886692	0	0.104224143216234	0
"g__Eubacteriumsiraeumgroup"	0.144595309469229	0	0.0181747371154096	0.398504077003249	0
"g__Eubacteriumventriosumgroup"	0.109328160818198	0	0.207711281318967	0	0.0605736682700873
"g__Eubacteriumxylanophilumgroup"	0.208076177041086	0	0	0.0827662313775979	0.0676999821842152
"g__Ezakiella"	0	0	0	0	0
"g__Faecalibacterium"	9.66672544524775	7.21520532064189	20	1.56949298019741	23.1320149652592
"g__Faecalitalea"	0	0	0	0	0
"g__FamilyXIIIAD3011group"	0.0599541527067537	0	0	0.236037030225001	0
"g__FamilyXIIIUCG-001"	0.0775877270322694	0	0	0.0306541597694807	0.0498841973988954
"g__Fastidiosipila"	0	0	0	0	0
"g__Fenollaria"	0	0	0	0	0
"g__Finegoldia"	0	0	0	0	0
"g__Flavonifractor"	0.225709751366602	0	0.257042710632222	0.306541597694807	0.167468376982006
"g__Flexilinea"	0	0	0	0	0
"g__Fournierella"	0	0	0.0155783460989225	0.0306541597694807	0
"g__Frisingicoccus"	0.165755598659848	0	0	0	0
"g__Fusicatenibacter"	1.16734262034914	0.183049606443346	1.36570167467221	0.717307338605849	1.28273650454303
"g__Fusobacterium"	0	0	0.319356095027911	0	0
"g__Gardnerella"	0	0	0	0	0
"g__GCA-900066575"	0.0846411567624757	0.0610165354811154	0.0389458652473062	0.0214579118386365	0.142526278282558
"g__Gemella"	0	0	0	0	0
"g__Gordonibacter"	0.0740610121671663	0	0	0	0
"g__GOTU1"	0	0	0	0	0
"g__GOTU10"	0	0	0	0	0
"g__GOTU100"	0	0	0	0	0
"g__GOTU101"	0	0	0	0	0
"g__GOTU102"	0	0	0	0	0
"g__GOTU103"	0	0	0	0	0
"g__GOTU104"	0	0	0	0	0
"g__GOTU105"	0	0	0	0	0
"g__GOTU106"	0	0	0	0	0
"g__GOTU107"	0	0	0	0	0
"g__GOTU108"	0	0	0	0	0
"g__GOTU109"	0	0	0	0	0
"g__GOTU11"	0	0	0	0	0
"g__GOTU110"	0	0	0	0	0
"g__GOTU111"	0	0	0	0	0
"g__GOTU112"	0	0	0	0	0
"g__GOTU113"	0	0	0	0	0
"g__GOTU114"	0	0	0	0	0
"g__GOTU115"	0	0	0	0.128747471031819	0
"g__GOTU116"	0	0	0	0	0
"g__GOTU117"	0	0	0	0	0
"g__GOTU118"	0	0	0	0	0
"g__GOTU119"	0	0	0	0	0
"g__GOTU12"	0	0	0	0	0
"g__GOTU120"	0	0	0	0	0
"g__GOTU121"	0	0	0	0	0
"g__GOTU122"	0	0.112880590640063	0	0.0705045674698057	0
"g__GOTU123"	0	0	0	0	0
"g__GOTU124"	0	0	0	0	0
"g__GOTU125"	0	0	0	0	0
"g__GOTU126"	0	0	0	0	0
"g__GOTU127"	0	0	0	0	0
"g__GOTU128"	0	0	0	0	0
"g__GOTU129"	0	0	0	0	0
"g__GOTU13"	0	0	0	0	0
"g__GOTU130"	0	0	0	0	0.0498841973988954
"g__GOTU131"	0.493740081114442	0	0.0882772945605608	0	0.199536789595582
"g__GOTU132"	0	0	0	0	0
"g__GOTU133"	0	0	0	0	0
"g__GOTU134"	0	0	0.0129819550824354	0.248298694132794	0
"g__GOTU135"	0	0	0	0	0
"g__GOTU136"	0	0	0	0	0
"g__GOTU137"	0	0.161693819024956	0	0.282018269879222	0
"g__GOTU138"	0	0	0	0	0.0178157847853198
"g__GOTU139"	0	0	0	0	0
"g__GOTU14"	0	0	0	0	0
"g__GOTU140"	0	0	0	0	0
"g__GOTU141"	0.0282137189208253	0	0	0.0245233278155846	0.0213789417423838
"g__GOTU142"	0	0	0	0.0306541597694807	0
"g__GOTU143"	0	0	0	0	0
"g__GOTU144"	0	0	0	0	0
"g__GOTU145"	0	0	0	0	0
"g__GOTU146"	0	0	0	0	0
"g__GOTU147"	0	0	0	0.355588253325976	0
"g__GOTU148"	0.0352671486510316	0	0	0	0
"g__GOTU149"	0	0	0	0	0
"g__GOTU15"	0	0	0	0	0
"g__GOTU150"	0	0	0	0	0
"g__GOTU151"	0	0	0	0	0
"g__GOTU152"	0.06700758243696	0	0	0	0
"g__GOTU153"	0	0	0	0	0
"g__GOTU154"	0	0	0	0	0
"g__GOTU155"	0.0493740081114442	0	0.0233675191483837	0	0
"g__GOTU156"	0.0282137189208253	0	0.0726989484616383	0	0
"g__GOTU157"	0.0246870040557221	0	0	0.042915823677273	0.0605736682700873
"g__GOTU158"	0	0.0549148819330038	0	0	0
"g__GOTU159"	0	0	0	0.0245233278155846	0
"g__GOTU16"	0	0	0	0	0
"g__GOTU160"	0	0	0	0	0
"g__GOTU161"	0	0	0	0	0
"g__GOTU162"	0.0141068594604126	0	0.0882772945605609	0.0183924958616884	0.085515766969535
"g__GOTU163"	0	0	0	0	0
"g__GOTU164"	0	0	0	0	0
"g__GOTU165"	0	0	0	0	0
"g__GOTU166"	0	0	0	0	0
"g__GOTU167"	0.0740610121671663	0	0.0571206023627158	0	0.0391947265277035
"g__GOTU168"	0	0	0	0	0
"g__GOTU169"	0	0	0	0	0
"g__GOTU17"	0	0	0	0	0
"g__GOTU170"	0	0	0	0	0
"g__GOTU171"	0	0	0	0	0
"g__GOTU172"	0	0	0	0	0
"g__GOTU173"	0	0	0	0	0
"g__GOTU174"	0	0	0	0	0
"g__GOTU175"	0	0	0	0	0
"g__GOTU176"	0	0	0	0	0
"g__GOTU177"	0	0	0	0	0
"g__GOTU178"	0	0	0	0	0
"g__GOTU179"	0	0	0	0	0
"g__GOTU18"	0	0	0	0	0
"g__GOTU180"	0	0	0	0	0
"g__GOTU181"	0	0	0	0	0
"g__GOTU182"	0	0	0	0	0
