""	"305-5-16641"	"304-4-78826"	"302-2-89334"	"306-6-83608"	"301-1-59020"
"g__Cloacibacillus"	0	0	0	0.153270798847404	0
"g__Clostridioides"	0	0	0	0	0
"g__Clostridiuminnocuumgroup"	0	0	0	0	0
"g__Clostridiumsensustricto1"	0	0	0.0545242113462287	0	0.295742027436309
"g__Colidextribacter"	0.126961735143714	0.0976264567697846	0.472543165000649	0.168597878732144	0.0320684126135756
"g__Collinsella"	0.109328160818198	0.835926536091281	1.78372062832663	1.05450309607014	0.851594512738286
"g__Comamonas"	0	0	0	0	0
"g__Companilactobacillus"	0	0	0	0	0
"g__Coprobacillus"	0.0387938635161347	0	0	0	0
"g__Coprobacter"	0	0	0	0	0.178157847853198
"g__Coprococcus"	1.5658614001058	3.16980901824394	1.61495521225496	0.54257862791981	0.673436664885087
"g__CoriobacteriaceaeUCG-003"	0	0	0	0	0
"g__Corynebacterium"	0	0	0	0	0
"g__Cronobacter"	0	0	0	0	0
"g__DefluviitaleaceaeUCG-011"	0.0352671486510316	0	0	0	0
"g__Desulfitibacter"	0	0	0	0	0
"g__Desulfovibrio"	0	0.176947952895234	0	0.0459812396542211	0
"g__dgA-11gutgroup"	0	0	0	0	0
"g__Dialister"	2.02433433256921	2.91353956922326	0.0441386472802804	1.8361841701919	0
"g__Dielma"	0	0	0	0	0
"g__Dorea"	0.983953447363781	0.250167795472574	1.6668830325847	4.62877812519159	0.922857651879565
"g__DTU089"	0	0	0	0	0.0213789417423838
"g__Dysgonomonas"	0	0	0	0	0
"g__Eggerthella"	0	0	0	0	0
"g__Eisenbergiella"	0	0	0	0	0.0570105113130233
"g__Elusimicrobium"	0	0	0	0	0
"g__Enhydrobacter"	0	0	0	0	0
"g__Enorma"	0	0	0	0	0
"g__Enterobacter"	0	0	0	0	0
"g__Enterococcus"	0	0	0	0	0
"g__Enterorhabdus"	0	0	0	0	0
"g__Epulopiscium"	0	0	0	0	0
"g__Erysipelatoclostridium"	0.359724916240522	0	0.116837595741919	0	0.0142526278282558
"g__ErysipelotrichaceaeUCG-003"	0.490213366249339	0.0945756299957288	2.04076333895885	0	0.833778727952966
"g__ErysipelotrichaceaeUCG-006"	0	0	0	0	0
"g__Escherichia-Shigella"	0	0.0488132283848923	0.0986628586265092	1.00545644043897	0
"g__Eubacterium"	0	0	0	0	0
"g__Eubacteriumbrachygroup"	0	0	0	0	0
"g__Eubacteriumeligensgroup"	0.906365720331511	0.411861614497529	7.12449694924056	0	1.61411010154997
"g__Eubacteriumfissicatenagroup"	0	0	0	0	0
"g__Eubacteriumhalliigroup"	0.610121671662847	0.4759289767527	1.66428664156822	0.564036539758445	0.409763050062355
"g__Eubacteriumnodatumgroup"	0	0	0	0	0
"g__Eubacteriumruminantiumgroup"	0	0.0366099212886692	0	0.104224143216234	0
"g__Eubacteriumsiraeumgroup"	0.144595309469229	0	0.0181747371154096	0.398504077003249	0
"g__Eubacteriumventriosumgroup"	0.109328160818198	0	0.207711281318967	0	0.0605736682700873
"g__Eubacteriumxylanophilumgroup"	0.208076177041086	0	0	0.0827662313775979	0.0676999821842152
"g__Ezakiella"	0	0	0	0	0
"g__Faecalibacterium"	9.66672544524775	7.21520532064189	20	1.56949298019741	23.1320149652592
"g__Faecalitalea"	0	0	0	0	0
"g__FamilyXIIIAD3011group"	0.0599541527067537	0	0	0.236037030225001	0
"g__FamilyXIIIUCG-001"	0.0775877270322694	0	0	0.0306541597694807	0.0498841973988954
"g__Fastidiosipila"	0	0	0	0	0
"g__Fenollaria"	0	0	0	0	0
"g__Finegoldia"	0	0	0	0	0
"g__Flavonifractor"	0.225709751366602	0	0.257042710632222	0.306541597694807	0.167468376982006
"g__Flexilinea"	0	0	0	0	0
"g__Fournierella"	0	0	0.0155783460989225	0.0306541597694807	0
"g__Frisingicoccus"	0.165755598659848	0	0	0	0
"g__Fusicatenibacter"	1.16734262034914	0.183049606443346	1.36570167467221	0.717307338605849	1.28273650454303
"g__Fusobacterium"	0	0	0.319356095027911	0	0
"g__Gardnerella"	0	0	0	0	0
"g__GCA-900066575"	0.0846411567624757	0.0610165354811154	0.0389458652473062	0.0214579118386365	0.142526278282558
"g__Gemella"	0	0	0	0	0
"g__Gordonibacter"	0.0740610121671663	0	0	0	0
"g__GOTU1"	0	0	0	0	0
"g__GOTU10"	0	0	0	0	0
"g__GOTU100"	0	0	0	0	0
"g__GOTU101"	0	0	0	0	0
"g__GOTU102"	0	0	0	0	0
"g__GOTU103"	0	0	0	0	0
"g__GOTU104"	0	0	0	0	0
"g__GOTU105"	0	0	0	0	0
"g__GOTU106"	0	0	0	0	0
"g__GOTU107"	0	0	0	0	0
"g__GOTU108"	0	0	0	0	0
"g__GOTU109"	0	0	0	0	0
"g__GOTU11"	0	0	0	0	0
"g__GOTU110"	0	0	0	0	0
"g__GOTU111"	0	0	0	0	0
"g__GOTU112"	0	0	0	0	0
"g__GOTU113"	0	0	0	0	0
"g__GOTU114"	0	0	0	0	0
"g__GOTU115"	0	0	0	0.128747471031819	0
"g__GOTU116"	0	0	0	0	0
"g__GOTU117"	0	0	0	0	0
"g__GOTU118"	0	0	0	0	0
"g__GOTU119"	0	0	0	0	0
"g__GOTU12"	0	0	0	0	0
"g__GOTU120"	0	0	0	0	0
"g__GOTU121"	0	0	0	0	0
"g__GOTU122"	0	0.112880590640063	0	0.0705045674698057	0
"g__GOTU123"	0	0	0	0	0
"g__GOTU124"	0	0	0	0	0
"g__GOTU125"	0	0	0	0	0
"g__GOTU126"	0	0	0	0	0
"g__GOTU127"	0	0	0	0	0
"g__GOTU128"	0	0	0	0	0
"g__GOTU129"	0	0	0	0	0
"g__GOTU13"	0	0	0	0	0
"g__GOTU130"	0	0	0	0	0.0498841973988954
"g__GOTU131"	0.493740081114442	0	0.0882772945605608	0	0.199536789595582
"g__GOTU132"	0	0	0	0	0
"g__GOTU133"	0	0	0	0	0
"g__GOTU134"	0	0	0.0129819550824354	0.248298694132794	0
"g__GOTU135"	0	0	0	0	0
"g__GOTU136"	0	0	0	0	0
"g__GOTU137"	0	0.161693819024956	0	0.282018269879222	0
"g__GOTU138"	0	0	0	0	0.0178157847853198
"g__GOTU139"	0	0	0	0	0
"g__GOTU14"	0	0	0	0	0
"g__GOTU140"	0	0	0	0	0
"g__GOTU141"	0.0282137189208253	0	0	0.0245233278155846	0.0213789417423838
"g__GOTU142"	0	0	0	0.0306541597694807	0
"g__GOTU143"	0	0	0	0	0
"g__GOTU144"	0	0	0	0	0
"g__GOTU145"	0	0	0	0	0
"g__GOTU146"	0	0	0	0	0
"g__GOTU147"	0	0	0	0.355588253325976	0
"g__GOTU148"	0.0352671486510316	0	0	0	0
"g__GOTU149"	0	0	0	0	0
"g__GOTU15"	0	0	0	0	0
"g__GOTU150"	0	0	0	0	0
"g__GOTU151"	0	0	0	0	0
"g__GOTU152"	0.06700758243696	0	0	0	0
"g__GOTU153"	0	0	0	0	0
"g__GOTU154"	0	0	0	0	0
"g__GOTU155"	0.0493740081114442	0	0.0233675191483837	0	0
"g__GOTU156"	0.0282137189208253	0	0.0726989484616383	0	0
"g__GOTU157"	0.0246870040557221	0	0	0.042915823677273	0.0605736682700873
"g__GOTU158"	0	0.0549148819330038	0	0	0
"g__GOTU159"	0	0	0	0.0245233278155846	0
"g__GOTU16"	0	0	0	0	0
"g__GOTU160"	0	0	0	0	0
"g__GOTU161"	0	0	0	0	0
"g__GOTU162"	0.0141068594604126	0	0.0882772945605609	0.0183924958616884	0.085515766969535
"g__GOTU163"	0	0	0	0	0
"g__GOTU164"	0	0	0	0	0
"g__GOTU165"	0	0	0	0	0
"g__GOTU166"	0	0	0	0	0
"g__GOTU167"	0.0740610121671663	0	0.0571206023627158	0	0.0391947265277035
"g__GOTU168"	0	0	0	0	0
"g__GOTU169"	0	0	0	0	0
"g__GOTU17"	0	0	0	0	0
"g__GOTU170"	0	0	0	0	0
"g__GOTU171"	0	0	0	0	0
"g__GOTU172"	0	0	0	0	0
"g__GOTU173"	0	0	0	0	0
"g__GOTU174"	0	0	0	0	0
"g__GOTU175"	0	0	0	0	0
"g__GOTU176"	0	0	0	0	0
"g__GOTU177"	0	0	0	0	0
"g__GOTU178"	0	0	0	0	0
"g__GOTU179"	0	0	0	0	0
"g__GOTU18"	0	0	0	0	0
"g__GOTU180"	0	0	0	0	0
"g__GOTU181"	0	0	0	0	0
"g__GOTU182"	0	0	0	0	0
"g__GOTU183"	0	0	0	0	0
"g__GOTU184"	0	0	0	0	0
"g__GOTU185"	0	0	0	0	0
"g__GOTU186"	0	0	0	0	0
"g__GOTU187"	0	0	0	0	0
"g__GOTU188"	0	0	0	0	0
"g__GOTU189"	0	0	0.0207711281318967	0	0
"g__GOTU19"	0	0	0	0	0
"g__GOTU190"	0	0	0	0	0
"g__GOTU191"	0	0	0	0	0
"g__GOTU192"	0	0	0	0	0
"g__GOTU193"	0	0	0	0	0
"g__GOTU194"	0	0	0	0	0
"g__GOTU195"	0	0	0	0	0
"g__GOTU196"	0	0	0	0	0.0249420986994477
"g__GOTU197"	0	0	0	0	0
"g__GOTU198"	0	0	0	0	0
"g__GOTU199"	0	0	0	0	0
"g__GOTU2"	0	0	0	0	0
"g__GOTU20"	0	0	0	0	0
"g__GOTU200"	0	0	0	0	0
"g__GOTU201"	0	0	0	0	0
"g__GOTU202"	0	0	0	0	0
"g__GOTU203"	0	0	0	0	0
"g__GOTU204"	0	0	0	0	0
"g__GOTU205"	0	0	0	0	0
"g__GOTU206"	0	0	0	0	0
"g__GOTU207"	0	0	0	0	0
"g__GOTU208"	0	0	0	0	0
"g__GOTU209"	0	0	0	0	0
"g__GOTU21"	0	0	0	0	0
"g__GOTU210"	0	0	0	0	0
"g__GOTU211"	0	0	0	0	0
"g__GOTU212"	0	0	0	0	0
"g__GOTU213"	0	0	0	0	0
"g__GOTU214"	0	0	0	0	0
"g__GOTU215"	0	0	0	0	0
"g__GOTU216"	0	0	0	0	0
"g__GOTU217"	0.211602891906189	0	0	0	0
"g__GOTU218"	0	0	0	0.0643737355159095	0
"g__GOTU219"	0	0	0	0	0
"g__GOTU22"	0	0	0	0	0
"g__GOTU220"	0	0	0	0	0
"g__GOTU221"	0	0	0	0	0
"g__GOTU222"	0	0	0	0	0
"g__GOTU223"	0	0	0	0	0.0178157847853198
"g__GOTU224"	0	0	0	0	0
"g__GOTU225"	0	0	0	0	0
"g__GOTU226"	0	0	0	0	0
"g__GOTU227"	0	0	0	0	0
"g__GOTU228"	0	0	0	0	0
"g__GOTU229"	0.514900370305061	0.134236378058454	0	0	0.245857830037413
"g__GOTU23"	0	0	0	0	0
"g__GOTU230"	0	0	0	0	0
"g__GOTU231"	0	0	0	0.760223162283122	0
"g__GOTU232"	0	0.39660748062725	0	0.84298939366072	1.25423124888651
"g__GOTU233"	0	0	0	0	0
"g__GOTU234"	0	0	0	0	0
"g__GOTU235"	0	0	0	1.1096805836552	0
"g__GOTU236"	0	0	0	0	0
"g__GOTU237"	0	0	0	0	0
"g__GOTU238"	0	0	0	0	0
"g__GOTU239"	0	0	0	0	0
"g__GOTU24"	0	0	0	0	0
"g__GOTU240"	0	0	0	0	0
"g__GOTU241"	0	0	0	0	0
"g__GOTU242"	0	0	0	0	0
"g__GOTU243"	0	0	0	0	0
"g__GOTU244"	0	0	0	0	0
"g__GOTU245"	0	0	0	0	0
"g__GOTU246"	0	0	0	0.0735699834467537	0
"g__GOTU247"	0	0	0	0	0
"g__GOTU248"	0	0	0	0	0
"g__GOTU249"	0	0	0	0	0
"g__GOTU25"	0	0	0	0	0
"g__GOTU250"	0	0	0	0	0
"g__GOTU251"	0	0	0	0	0
"g__GOTU252"	0	0	0	0	0
"g__GOTU253"	0	0	0	0	0
"g__GOTU254"	0	0	0	0	0
"g__GOTU255"	0	0	0	0	0
"g__GOTU256"	0	0	0	0	0
"g__GOTU257"	0	0	0	0	0
"g__GOTU258"	0	0	0	0	0
"g__GOTU259"	0	0	0	0	0
"g__GOTU26"	0	0.411861614497529	0	0	0
"g__GOTU260"	0	0	0	0	0
"g__GOTU261"	0	0	0	0	0
"g__GOTU262"	0	0	0	0	0
"g__GOTU263"	0	0	0	0	0
"g__GOTU264"	0	0	0	0	0
"g__GOTU265"	0	0	0	0	0
"g__GOTU266"	0	0	0	0	0
"g__GOTU267"	0	0	0	0	0
"g__GOTU268"	0	0	0	0	0
"g__GOTU269"	0	0	0	0	0
"g__GOTU27"	0	0	0	0	0
"g__GOTU270"	0	0	0	0	0
"g__GOTU271"	0	0	0	0	0
"g__GOTU272"	0	0	0	0	0
"g__GOTU273"	0	0.0274574409665019	0	0	0.0213789417423838
"g__GOTU274"	0	0	0	0.0367849917233769	0
"g__GOTU275"	0	0	0	0.0490466556311691	0
"g__GOTU276"	0	0	0	0	0
"g__GOTU277"	0	0	0	0	0
"g__GOTU278"	0	0	0	0	0
"g__GOTU279"	0	0	0	0	0.0320684126135756
"g__GOTU28"	0	0	0	0	0
"g__GOTU280"	0	0	0	0	0
"g__GOTU281"	0	0	0	0	0
"g__GOTU282"	0	0	0	0	0
"g__GOTU283"	0	0	0	0	0
"g__GOTU284"	0	0	0	0.0214579118386365	0
"g__GOTU285"	0	0	0	0.134878302985715	0
"g__GOTU286"	0	0	0	0	0
"g__GOTU287"	0	0	0	0	0
"g__GOTU288"	0	0	0	0	0
"g__GOTU289"	0	0	0	0	0
"g__GOTU29"	0	0	0	0	0
"g__GOTU290"	0	0	0	0	0
"g__GOTU291"	0	0	0	0	0
"g__GOTU292"	0	0	0	0	0
"g__GOTU293"	0	0	0	0.199252038501625	0
"g__GOTU294"	0	0	0	0	0
"g__GOTU295"	0	0	0	0.364784501256821	0
"g__GOTU296"	0	0	0	0	0
"g__GOTU297"	0	0	0	0	0
"g__GOTU298"	0	0	0	0.0888970633314941	0
"g__GOTU299"	0	0	0	0	0
"g__GOTU3"	0.0141068594604126	0	0	0	0
"g__GOTU30"	0	0	0	0	0
"g__GOTU300"	0	0	0	0	0
"g__GOTU301"	0	0	0	0	0
"g__GOTU302"	0	0	0	0	0
"g__GOTU303"	0	0	0	0	0
"g__GOTU304"	0	0	0	0	0
"g__GOTU305"	0	0	0	0.0367849917233769	0
"g__GOTU306"	0	0	0	0	0
"g__GOTU307"	0	0	0	0	0
"g__GOTU308"	0	0	0	1.37637177364968	0
"g__GOTU309"	0	0	0	0	0
"g__GOTU31"	0	0	0	0	0
"g__GOTU310"	0	0	0	0	0
"g__GOTU311"	0	0	0	0	0
"g__GOTU312"	0	0	0	0	0
"g__GOTU313"	0	0	0	0	0
"g__GOTU314"	0	0	0	0	0
"g__GOTU315"	0	0	0	0	0
"g__GOTU316"	0	0	0	0	0
"g__GOTU317"	0	0	0	0	0
"g__GOTU318"	0	0	0	0	0
"g__GOTU319"	0	0	0	0	0
"g__GOTU32"	0	0	0	0	0
"g__GOTU320"	0	0	0	0	0
"g__GOTU321"	0	0	0	0	0
"g__GOTU322"	0	0	0	0.309607013671755	0
"g__GOTU323"	0.208076177041086	0.0518640551589481	0.192132935220044	0	0
"g__GOTU324"	0	0	0	0	0
"g__GOTU325"	0	0	0	0.0551774875850653	0
"g__GOTU326"	0	0	0	0	0
"g__GOTU327"	0	0	0	0	0
"g__GOTU328"	0	0	0	0	0.0356315695706396
"g__GOTU329"	0	0	0	0	0
"g__GOTU33"	0	0	0	0	0
"g__GOTU330"	0	0	0	0	0
"g__GOTU331"	0	0	0	0	0
"g__GOTU332"	0	0	0	0	0
"g__GOTU333"	0	0	0	0	0
"g__GOTU334"	0	0	0	0	0
"g__GOTU335"	0	0	0	0	0
"g__GOTU336"	0	0	0	0	0
"g__GOTU337"	0	0	0	0	0
"g__GOTU338"	0	0	0	0	0
"g__GOTU339"	0	0	0	0	0
"g__GOTU34"	0	0	0	0	0
"g__GOTU340"	0	0	0	0	0
"g__GOTU341"	0	0	0	0	0
"g__GOTU342"	0	0	0	0	0
"g__GOTU343"	0	0	0	0.551774875850653	0
"g__GOTU344"	0	0	0	0	0
"g__GOTU345"	0	0	0	0	0
"g__GOTU346"	0	0	0	0	0
"g__GOTU347"	0	0	0	0	0
"g__GOTU348"	0	0	0	0	0
"g__GOTU349"	0	0	0	0	0
"g__GOTU35"	0	0	0	0	0
"g__GOTU350"	0	0	0	0	0
"g__GOTU351"	0	0	0	0	0
"g__GOTU352"	0	0	0	0	0
"g__GOTU353"	0	0	0	0	0
"g__GOTU354"	0	0	0	0	0
"g__GOTU355"	0	0	0	0	0
"g__GOTU356"	0	0	0	0	0
"g__GOTU357"	0	0	0	0	0
"g__GOTU358"	0	0	0	0	0
"g__GOTU359"	0	0	0	0	0
"g__GOTU36"	0	0	0	0	0
"g__GOTU360"	0	0	0	0	0
"g__GOTU361"	0	0	0	0	0
"g__GOTU362"	0	0	0	0	0
"g__GOTU363"	0	0	0	0	0
"g__GOTU364"	0	0	0	0	0
"g__GOTU365"	0	0	0	0	0
"g__GOTU366"	0	0	0	0	0
"g__GOTU367"	0	0	0	0	0
"g__GOTU368"	0	0	0	0.042915823677273	0
"g__GOTU369"	0	0	0	0.0245233278155846	0
"g__GOTU37"	0	0	0	0	0
"g__GOTU370"	0	0	0	0	0
"g__GOTU371"	0	0	0	0	0
"g__GOTU372"	0	0	0	0	0
"g__GOTU373"	0	0	0	0	0
"g__GOTU374"	0	0	0	0	0
"g__GOTU375"	0	0	0	0	0
"g__GOTU376"	0	0	0	0	0
"g__GOTU377"	0	0	0	0	0
"g__GOTU378"	0	2.97760693147843	0	0	0
"g__GOTU379"	0	0	0	0	0
"g__GOTU38"	0	0	0	0	0
"g__GOTU380"	0	0	0	0	0
"g__GOTU381"	0	0	0	0	0
"g__GOTU382"	0	0	0	0	0
"g__GOTU383"	0	0	0	0	0
"g__GOTU384"	0.218656321636396	0	0	0	0
"g__GOTU385"	0	0	0	0	0
"g__GOTU386"	0	0	0	0	0
"g__GOTU387"	0	0	0	0	0
"g__GOTU388"	0	0	0	0	0
"g__GOTU389"	0	0	0	0	0
"g__GOTU39"	0	0	0	0	0
"g__GOTU390"	0	0	0	0	0
"g__GOTU391"	0	0	0	0	0
"g__GOTU392"	0	0	0	0	0
"g__GOTU393"	0	0	0	0	0
"g__GOTU394"	0	0	0	0.150205382870456	0
"g__GOTU395"	0	0	0	0	0
"g__GOTU396"	0	0	0	0	0
"g__GOTU397"	0	0	0	0	0
"g__GOTU398"	0	0	0	0	0
"g__GOTU399"	0	0	0	0	0
"g__GOTU4"	0	0	0	0	0
"g__GOTU40"	0	0	0	0	0
"g__GOTU400"	0	0	0	0	0
"g__GOTU401"	0	0	0	0	0
"g__GOTU402"	0	0	0	0	0
"g__GOTU403"	0	0	0	0	0
"g__GOTU404"	0	0	0	0	0
"g__GOTU405"	0	0	0	0	0
"g__GOTU406"	0	0	0	0	0
"g__GOTU407"	0	0	0	0	0
"g__GOTU408"	0	0	0	0	0
"g__GOTU409"	0	0	0	0	0
"g__GOTU41"	0	0	0	0	0
"g__GOTU410"	0	0	0	0	0
"g__GOTU411"	0	0	0	0	0
"g__GOTU412"	0	0	0	0	0
"g__GOTU413"	0	0	0	0	0
"g__GOTU414"	0	0	0	0	0
"g__GOTU415"	0	0	0	0	0
"g__GOTU416"	0	0	0	0	0
"g__GOTU417"	0	0.0457624016108365	0	0	0
"g__GOTU418"	0	0.0152541338702788	0	0	0
"g__GOTU419"	0	0	0	0	0
"g__GOTU42"	0	0	0	0	0
"g__GOTU420"	0	0	0	0	0
"g__GOTU421"	0	0	0	0	0
"g__GOTU422"	0	0	0	0	0
"g__GOTU423"	0	0	0	0.0766353994237018	0.0570105113130233
"g__GOTU424"	0	0	0	0.144074550916559	0
"g__GOTU425"	0	0	0	0	0
"g__GOTU426"	0	0	0	0	0
"g__GOTU427"	0	0	0	0	0
"g__GOTU428"	0	0	0	0	0
"g__GOTU429"	0	0	0	0	0
"g__GOTU43"	0	0	0	0	0
"g__GOTU430"	0	0	0	0	0
"g__GOTU431"	0	0	0	0	0
"g__GOTU432"	0	0	0	0	0
"g__GOTU433"	0	0	0	0	0
"g__GOTU434"	0	0	0	0	0
"g__GOTU435"	0	0	0	0	0
"g__GOTU436"	0	0	0	0	0
"g__GOTU437"	0	0	0	0	0
"g__GOTU438"	0	0	0	0	0
"g__GOTU439"	0	0	0	0	0
"g__GOTU44"	0	0	0	0	0
"g__GOTU440"	0	0	0	0	0
"g__GOTU441"	0	0	0	0	0
"g__GOTU442"	0	0	0	0	0
"g__GOTU443"	0	0	0	0	0
"g__GOTU444"	0	0	0	0	0
"g__GOTU445"	0	0	0	0	0
"g__GOTU446"	0	0	0	0	0
"g__GOTU447"	0	0	0	0.0214579118386365	0
"g__GOTU448"	0	0	0	0	0
"g__GOTU449"	0	0	0	0	0
"g__GOTU45"	0	0	0	0	0
"g__GOTU450"	0	0	0	0	0
"g__GOTU451"	0	0	0	0	0
"g__GOTU452"	0	0	0	0	0
"g__GOTU453"	0	0	0	0	0
"g__GOTU454"	0	0	0	0	0
"g__GOTU455"	0	0	0	0	0
"g__GOTU456"	0	0	0	0	0
"g__GOTU457"	0	0	0	0	0
"g__GOTU458"	0.232763181096809	0.10067728354384	0	2.90294893016982	0.591484054872617
"g__GOTU459"	0	0	0	0	0
"g__GOTU46"	0	0	0	0	0
"g__GOTU460"	0	0	0	0	0
"g__GOTU461"	0	0.0976264567697846	0	1.57255839617436	0.0712631391412792
"g__GOTU462"	0	0	0	0	0
"g__GOTU463"	0	0	0	0	0
"g__GOTU464"	0	0	0	0	0
"g__GOTU465"	0	0	0	0	0
"g__GOTU466"	0	0	0	0	0
"g__GOTU467"	0	0	0	0	0
"g__GOTU468"	0	0	0	0	0
"g__GOTU469"	0	0	0	0	0
"g__GOTU47"	0	0	0	0	0
"g__GOTU470"	0	0	0	0	0
"g__GOTU471"	0	0	0	0	0
"g__GOTU472"	0	0	0	0	0
"g__GOTU473"	0	0	0	0	0
"g__GOTU474"	0	0	0	0	0
"g__GOTU475"	0	0	0	0	0
"g__GOTU476"	0	0	0	0	0
"g__GOTU477"	0	0	0	0.0643737355159095	0
"g__GOTU478"	0	0	0	0	0
"g__GOTU479"	0	0	0	0	0
"g__GOTU48"	0	0	0	0	0
"g__GOTU480"	0	0	0	0	0
"g__GOTU481"	1.17439605007935	0	0	0	0
"g__GOTU482"	0	0	0	0	0.220915731337965
"g__GOTU483"	0	0	0	0	0
"g__GOTU484"	0	0	0	0	0
"g__GOTU485"	0	0	0	0	0
"g__GOTU486"	0	0	0	0	0
"g__GOTU487"	0	0	0	0	0
"g__GOTU488"	0	0	0	0	0
"g__GOTU489"	0	0	0	0	0
"g__GOTU49"	0	0	0	0	0
"g__GOTU490"	0	0	0	0	0
"g__GOTU491"	0	0	0	0	0
"g__GOTU492"	0	0	0	0	0
"g__GOTU493"	0	0	0	0	0
"g__GOTU494"	0	0	0	0	0
"g__GOTU495"	0	0	0	0	0
"g__GOTU496"	0	0	0	0	0
"g__GOTU497"	0	0	0	0	0
"g__GOTU498"	0	0	0	0	0
"g__GOTU499"	0	0	0	0	0
"g__GOTU5"	0	0	0	0	0
"g__GOTU50"	0	0	0	0	0
"g__GOTU500"	0	0	0	0	0
"g__GOTU501"	0	0	0	0	0
"g__GOTU502"	0	0	0	0	0
"g__GOTU503"	0	0	0	0.34945742137208	0
"g__GOTU504"	0	0	0	0	0
"g__GOTU505"	0	0	0	0	0
"g__GOTU506"	0	0	0	0	0
"g__GOTU507"	0	0	0	0	0
"g__GOTU508"	0	0	0	0	0
"g__GOTU509"	0	0	0	0	0
"g__GOTU51"	0	0	0	0	0
"g__GOTU510"	0	0	0	0	0
"g__GOTU511"	0	0.0915248032216731	0	0.367849917233769	0
"g__GOTU512"	0	0	0	0	0
"g__GOTU513"	0	0	0	0	0
"g__GOTU514"	0	0	0	0	0
"g__GOTU515"	0	0	0	0	0
"g__GOTU516"	0	0	0	0	0.0285052556565117
"g__GOTU517"	0	0	0	0.0183924958616884	0
"g__GOTU518"	0	0.0152541338702788	0	0.147139966893508	0
"g__GOTU519"	0	0	0	0	0
"g__GOTU52"	0	0	0	0	0
"g__GOTU520"	0	0	0	0.0705045674698057	0
"g__GOTU521"	0	0	0	0	0
"g__GOTU522"	0	0.0427115748367808	0	0	0
"g__GOTU523"	0	0	0	0	0
"g__GOTU524"	0	0	0	0	0
"g__GOTU525"	0	0	0	0	0
"g__GOTU526"	0	0	0	0	0
"g__GOTU527"	0	0	0	0	0
"g__GOTU528"	0	0	0	0	0
